// 出現時間　出現座標(x,y)　速度(vx,vy)　HP　防御力　弾発射間隔　弾タイプ 弾速度 敵タイプ 弾の見た目タイプ
// 初期編隊
50,100,0,0,8,20,5,30,0,10,0,0
55,100,0,0,8,20,5,30,0,10,0,0
60,100,0,0,8,20,5,30,0,10,0,0
65,100,0,0,8,20,5,30,0,10,0,0
// 第二編隊
50,380,0,0,8,20,5,30,1,10,0,1
55,380,0,0,8,20,5,30,1,10,0,1
60,380,0,0,8,20,5,30,1,10,0,1
65,380,0,0,8,20,5,30,1,10,0,1
// 第三編隊
250,0,0,4,8,20,5,30,1,8,0,1
255,0,0,4,8,20,5,20,1,10,0,1
260,0,0,4,8,20,5,30,1,8,0,1
265,0,0,4,8,20,5,20,1,10,0,1

//　第四編隊
300,480,0,-4,8,20,5,30,1,8,0,1
305,480,0,-4,8,20,5,20,1,10,0,1
310,480,0,-4,8,20,5,30,1,8,0,1
315,480,0,-4,8,20,5,20,1,10,0,1
//　第五編隊

400,100,0,0,8,20,5,30,1,10,0,1
405,100,0,0,8,20,5,20,1,15,0,1
410,100,0,0,8,20,5,10,1,8,0,1
415,100,0,0,8,20,5,20,1,15,0,1
400,380,0,0,8,20,5,10,1,8,0,1
405,380,0,0,8,20,5,20,1,10,0,1
410,380,0,0,8,20,5,30,1,15,0,1
415,380,0,0,8,20,5,20,1,10,0,1
// 第六編隊
500,0,0,4,8,20,5,30,1,10,0,1
505,0,0,4,8,20,5,20,1,15,0,1
510,0,0,4,8,20,5,10,1,8,0,1
515,0,0,4,8,20,5,20,1,15,0,1
500,480,0,-4,8,20,5,10,1,8,0,1
505,480,0,-4,8,20,5,20,1,10,0,1
510,480,0,-4,8,20,5,30,1,15,0,1
515,480,0,-4,8,20,5,20,1,10,0,1
// 第七編隊
600,0,0,4,8,20,5,30,1,10,0,1
605,480,0,-4,8,20,5,20,1,15,0,1
610,0,0,4,8,20,5,10,1,8,0,1
615,480,0,-4,8,20,5,20,1,15,0,1
620,0,0,4,8,20,5,10,1,8,0,1
625,480,0,-4,8,20,5,20,1,10,0,1
630,0,0,4,8,20,5,30,1,15,0,1
635,480,0,-4,8,20,5,20,1,10,0,1
// 第八編隊
700,0,0,4,8,20,5,30,1,10,0,1
705,480,0,-4,8,20,5,20,1,15,0,1
710,100,0,0,8,20,5,10,1,8,0,1
715,380,0,0,8,20,5,20,1,15,0,1
720,0,0,4,8,20,5,10,1,8,0,1
725,480,0,-4,8,20,5,20,1,10,0,1
730,100,0,0,8,20,5,30,1,15,0,1
735,380,0,0,8,20,5,20,1,10,0,1
// 第九編隊
800,100,0,0,8,20,5,30,1,10,0,1
805,100,0,0,8,20,5,20,1,15,0,1
810,100,0,0,8,20,5,10,1,8,0,1
815,100,0,0,8,20,5,20,1,15,0,1
800,380,640,0,-8,20,5,10,1,8,0,1
805,380,640,0,-8,20,5,20,1,10,0,1
810,380,640,0,-8,20,5,30,1,15,0,1
815,380,640,0,-8,20,5,20,1,10,0,1

// ボス
// ボス印, 開始時間, BGMフェードアウト開始時間, BGMフェードアウト終了時間
*,1000,830,970
