// 出現時間　出現座標(x,y)　速度(vx,vy)　HP　防御力　弾発射間隔　弾タイプ 弾速度 敵タイプ 弾の見た目タイプ
// 初期編隊、通常攻撃ではちょっと硬い敵でも…
60,110,0,0,8,20,5,15,0,10,0,2
65,110,0,0,8,20,5,15,0,-10,0,2
70,110,0,0,8,20,5,15,0,10,0,2
75,110,0,0,8,20,5,15,0,-10,0,2
80,330,0,0,8,20,5,15,0,-10,0,2
85,330,0,0,8,20,5,15,0,-10,0,2
90,330,0,0,8,20,5,15,0,-10,0,2
95,330,0,0,8,20,5,15,0,-10,0,2
// 第二編隊、強化状態ならすぐ殺せる。それをアピールすべく初期編隊と全く同じ編成で
150,220,0,0,8,20,5,15,0,-10,0,1
155,220,0,0,8,20,5,15,0,10,0,1
160,220,0,0,8,20,5,15,0,-10,0,1
165,220,0,0,8,20,5,15,0,10,0,1

// 第三編隊
250,0,0,4,8,20,5,30,1,8,0,1
255,0,0,4,8,20,5,20,1,10,0,1
260,0,0,4,8,20,5,30,1,8,0,1
265,0,0,4,8,20,5,20,1,10,0,1

//　第四編隊、第三と同時に現れ、違う見た目の敵が違う弾幕で襲ってくることをアピール
250,480,0,-4,8,20,5,30,0,-8,1,2
255,480,0,-4,8,20,5,20,0,-10,1,2
260,480,0,-4,8,20,5,30,0,-8,1,2
265,480,0,-4,8,20,5,20,0,-10,1,2

//　第五編隊、敵が増えた。ボムへの布石。

400,150,0,0,8,20,5,30,2,10,0,1
405,330,0,0,8,20,5,20,2,15,0,1
410,150,0,0,8,20,5,10,2,8,0,1
415,330,0,0,8,20,5,20,2,15,0,1
400,150,0,0,8,20,5,10,2,8,0,1
405,330,0,0,8,20,5,20,2,10,0,1
410,150,0,0,8,20,5,30,2,15,0,1
415,330,0,0,8,20,5,20,2,10,0,1

// 出現時間　出現座標(x,y)　速度(vx,vy)　HP　防御力　弾発射間隔　弾タイプ 弾速度 敵タイプ 弾の見た目タイプ
// 第六編隊、ボムを使え
500,0,0,0,3,20,5,10,3,20,1,0
500,480,0,0,3,20,5,10,3,20,1,0
510,60,0,0,3,20,5,10,3,20,1,0
510,420,0,0,3,20,5,10,3,20,1,0
520,120,0,0,3,20,5,10,3,20,1,0
520,360,0,0,3,20,5,10,3,20,1,0
530,180,0,0,3,20,5,10,3,20,1,0
530,280,0,0,3,20,5,10,3,20,1,0
540,220,0,0,3,20,5,10,3,20,1,0
540,240,0,0,3,20,5,10,3,20,1,0

// 第七編隊
600,0,0,4,8,20,5,30,1,10,0,1
605,480,0,-4,8,20,5,20,1,15,0,1
610,0,0,4,8,20,5,10,1,8,0,1
615,480,0,-4,8,20,5,20,1,15,0,1
620,0,0,4,8,20,5,10,1,8,0,1
625,480,0,-4,8,20,5,20,1,10,0,1
630,0,0,4,8,20,5,30,1,15,0,1
635,480,0,-4,8,20,5,20,1,10,0,1
// 第八編隊
700,0,0,4,8,20,5,30,1,10,0,1
705,480,0,-4,8,20,5,20,1,15,0,1
710,100,0,0,8,20,5,10,1,8,0,1
715,380,0,0,8,20,5,20,1,15,0,1
720,0,0,4,8,20,5,10,1,8,0,1
725,480,0,-4,8,20,5,20,1,10,0,1
730,100,0,0,8,20,5,30,1,15,0,1
735,380,0,0,8,20,5,20,1,10,0,1


// 第九編隊
800,100,0,0,8,20,5,30,1,10,2,2
805,100,0,0,8,20,5,20,0,15,2,2
810,100,0,0,8,20,5,10,1,8,2,2
815,100,0,0,8,20,5,20,2,15,2,2
800,380,640,0,-8,20,5,10,1,8,2,2
805,380,640,0,-8,20,5,20,0,-10,2,2
810,380,640,0,-8,20,5,30,2,15,2,2
815,380,640,0,-8,20,5,20,1,10,2,2

// ボス
// ボス印, 開始時間, BGMフェードアウト開始時間, BGMフェードアウト終了時間
*,1000,830,970
